timestamp,p1x,p1y,p2x,p2y,conf,class
2021-12-11 08:10:03,0.12352047115564346,0.18416300415992737,0.19496016204357147,0.24997912347316742,0.5285480618476868,car
2021-12-11 08:20:03,0.12314383685588837,0.18378153443336487,0.19528421759605408,0.25002413988113403,0.3989270329475403,car
2021-12-11 08:20:03,0.126134991645813,0.1839619278907776,0.19536146521568298,0.2485363483428955,0.2952965199947357,truck
2021-12-11 08:30:03,0.12296479195356369,0.18258091807365417,0.19634470343589783,0.24981102347373962,0.635779619216919,car
2021-12-11 08:40:03,0.12275014817714691,0.18261006474494934,0.19712050259113312,0.24969245493412018,0.4918373227119446,car
2021-12-11 08:50:03,0.12195168435573578,0.18268683552742004,0.19737394154071808,0.24437086284160614,0.5953576564788818,car
2021-12-11 09:20:03,0.6066432595252991,0.13136999309062958,0.6189979314804077,0.17313092947006226,0.3728731870651245,person
2021-12-11 09:30:04,0.6065118312835693,0.13041827082633972,0.6187096834182739,0.17231228947639465,0.48154714703559875,person
2021-12-11 09:40:03,0.6066769361495972,0.13143427670001984,0.618293046951294,0.17144469916820526,0.39394357800483704,person
2021-12-11 09:50:03,0.6066730618476868,0.13049422204494476,0.6189610362052917,0.17167618870735168,0.5010133385658264,person
2021-12-11 09:50:03,0.9326151609420776,0.5586718916893005,0.948394238948822,0.600578784942627,0.2930567264556885,person
2021-12-11 09:50:03,0.4786761701107025,0.09010768681764603,0.4866698682308197,0.11838940531015396,0.2889241874217987,person
2021-12-11 10:00:03,0.6067262291908264,0.13049250841140747,0.6187175512313843,0.1715204417705536,0.47619765996932983,person
2021-12-11 10:00:03,0.47834932804107666,0.09100240468978882,0.4867410957813263,0.11912930756807327,0.2714974880218506,person
2021-12-11 10:10:03,0.6071218252182007,0.13135431706905365,0.6183112263679504,0.17043665051460266,0.38234466314315796,person
2021-12-11 10:10:03,0.931836724281311,0.5607159733772278,0.9479444622993469,0.5999800562858582,0.259928822517395,person
2021-12-11 10:20:04,0.6070309281349182,0.13110360503196716,0.6186220645904541,0.171469584107399,0.45915812253952026,person
2021-12-11 10:30:03,0.6074035167694092,0.13069580495357513,0.6190784573554993,0.1712879240512848,0.3776894807815552,person
2021-12-11 10:40:03,0.6067026853561401,0.13118134438991547,0.6187307834625244,0.1715046465396881,0.5136339068412781,person
2021-12-11 10:40:03,0.9324079751968384,0.561099648475647,0.9480859637260437,0.599694013595581,0.26090988516807556,person
2021-12-11 10:50:04,0.6074105501174927,0.1304335743188858,0.6192649602890015,0.17139722406864166,0.4617398977279663,person
2021-12-11 11:00:03,0.6068308353424072,0.12998077273368835,0.6186157464981079,0.17148827016353607,0.44905218482017517,person
2021-12-11 11:00:03,0.00026182233705185354,0.17873632907867432,0.03127709776163101,0.2228124439716339,0.2956216037273407,car
2021-12-11 11:10:03,0.6067142486572266,0.13237784802913666,0.6194645166397095,0.17114762961864471,0.4669783413410187,person
2021-12-11 11:10:03,0.9317924380302429,0.5613465309143066,0.9487615823745728,0.5997635126113892,0.26789042353630066,person
2021-12-11 11:10:03,0.4781484603881836,0.09212534129619598,0.48640984296798706,0.11885833740234375,0.2627273201942444,person
2021-12-11 11:20:04,0.6070464253425598,0.13113777339458466,0.6193479299545288,0.17141355574131012,0.3566180467605591,person
2021-12-11 11:30:03,0.6059426069259644,0.1307234764099121,0.619034469127655,0.1727307289838791,0.3840998709201813,person
2021-12-11 11:40:03,0.14522287249565125,0.19173596799373627,0.24013058841228485,0.2727102041244507,0.8516346216201782,car
2021-12-11 11:40:03,0.5411494970321655,0.18166624009609222,0.5577545166015625,0.252142995595932,0.7307004928588867,person
2021-12-11 11:40:03,0.5986629128456116,0.20586638152599335,0.6091834306716919,0.2540685534477234,0.7060222625732422,person
2021-12-11 11:40:03,0.6069331765174866,0.13033446669578552,0.6184452176094055,0.17132499814033508,0.35477274656295776,person
2021-12-11 11:50:03,0.153396338224411,0.22419145703315735,0.28314778208732605,0.32776835560798645,0.8693932294845581,car
2021-12-11 11:50:03,0.12284958362579346,0.18292801082134247,0.20062105357646942,0.2532781958580017,0.5983510613441467,car
2021-12-11 11:50:03,0.6071962714195251,0.13212405145168304,0.6183024048805237,0.1718558520078659,0.46780630946159363,person
2021-12-11 11:50:03,0.9321882724761963,0.5615933537483215,0.9482517838478088,0.6000710725784302,0.26625579595565796,person
2021-12-11 12:00:03,0.17046162486076355,0.2588852643966675,0.32022055983543396,0.36369869112968445,0.879208505153656,car
2021-12-11 12:00:03,0.31411924958229065,0.13429510593414307,0.32845115661621094,0.19329629838466644,0.6652116775512695,person
2021-12-11 12:00:03,0.2812998592853546,0.15071503818035126,0.29312053322792053,0.20262709259986877,0.5475749969482422,person
2021-12-11 12:00:03,0.15342149138450623,0.226664736866951,0.24234485626220703,0.3136376142501831,0.5356892943382263,car
2021-12-11 12:00:03,0.11931212246417999,0.18000878393650055,0.2118280529975891,0.25206562876701355,0.513965368270874,car
2021-12-11 12:00:03,0.6068553328514099,0.13163897395133972,0.6178056597709656,0.17198015749454498,0.43736404180526733,person
2021-12-11 12:00:03,0.25560787320137024,0.1499159187078476,0.2675666809082031,0.19360047578811646,0.3713931441307068,person
2021-12-11 12:10:03,0.1695532351732254,0.25548475980758667,0.319679856300354,0.3632447123527527,0.8567184209823608,car
